category,description,severity,latitude,longitude,timestamp,zone
Hurto,Un ladrón intentaron robar a un estudiante en vía pública,medio,4.889561214296065,-73.98894463722829,2026-04-27T15:44:49.261832,Yerbabuena
Vandalismo,Un tipo hicieron vandalismo a varias personas en vía pública,medio,4.8816198,-74.0717415,2026-05-04T15:44:49.263831,
Vandalismo,Un tipo alteraron el orden a un estudiante frente a un comercio,medio,4.8612776,-74.0601998,2026-05-10T02:44:49.265831,
Hurto,Un tipo hicieron vandalismo a varias personas cerca del parque,medio,4.8612776,-74.0601998,2026-05-07T08:44:49.267831,
Hurto,Dos sujetos intentaron robar a varias personas frente a un comercio,medio,4.855175937472886,-74.05374633995554,2026-05-10T06:44:49.269831,Casco urbano de Chía
Comportamiento sospechoso,Un hombre intentaron robar a un estudiante frente a un comercio,medio,4.850091115517424,-74.07247071190997,2026-05-16T14:44:49.271830,Cerca de Piedra
Comportamiento sospechoso,Un ladrón alteraron el orden a varias personas frente a un comercio,medio,4.8634708,-74.0766704,2026-04-28T21:44:49.273830,
Comportamiento sospechoso,Un hombre intentaron robar a una mujer en vía pública,medio,4.8612776,-74.0601998,2026-05-21T07:44:49.276640,
Vandalismo,Un grupo de personas intentaron robar a un estudiante en zona residencial,medio,4.8795697,-74.0433843,2026-05-17T03:44:49.279664,
Comportamiento sospechoso,Un hombre intentaron robar a una mujer frente a un comercio,medio,4.855001089881302,-74.04618354899505,2026-05-20T00:44:49.281662,La Balsa
Comportamiento sospechoso,Un tipo hicieron vandalismo a un estudiante en zona residencial,medio,4.877925468944746,-74.0464369801742,2026-05-06T09:44:49.283663,Casco urbano de Calahorra
Vandalismo,Un ladrón intentaron robar a una mujer en zona residencial,medio,4.884738637099134,-74.0486584289729,2026-05-01T22:44:49.285663,Bojacá
Vandalismo,Un ladrón intentaron robar a un estudiante en vía pública,medio,4.8634708,-74.0766704,2026-05-15T19:44:49.287662,
Comportamiento sospechoso,Un ladrón hicieron vandalismo a un estudiante en vía pública,medio,4.861063948520721,-74.07924178771344,2026-05-12T09:44:49.289662,Fonquetá
Otro,Un tipo intentaron robar a un estudiante en zona residencial,medio,4.874395,-74.0044445,2026-05-02T06:44:49.291663,
Hurto,Un grupo de personas hicieron vandalismo a un estudiante frente a un comercio,medio,4.855537199452512,-74.06637309758352,2026-05-15T15:44:49.293662,Casco urbano de Chía
Otro,Un grupo de personas intentaron robar a un estudiante cerca del parque,medio,4.899121113851967,-74.0523511906205,2026-05-15T03:44:49.296654,Fagua
Comportamiento sospechoso,Un tipo intentaron robar a varias personas en zona residencial,medio,42.5206948,0.465951,2026-05-11T18:44:49.298654,
Hurto,Un hombre alteraron el orden a un ciudadano cerca del parque,medio,4.8612776,-74.0601998,2026-05-19T06:44:49.301654,
Hurto,Un tipo intentaron robar a varias personas en vía pública,medio,42.5206948,0.465951,2026-05-18T11:44:49.303654,
Vandalismo,Un grupo de personas intentaron robar a una mujer frente a un comercio,medio,42.5206948,0.465951,2026-05-08T13:44:49.305652,
Otro,Un tipo hicieron vandalismo a un ciudadano en zona residencial,medio,4.853910614471561,-74.08134411487211,2026-04-23T19:44:49.308203,Cerca de Piedra
Comportamiento sospechoso,Un grupo de personas hicieron vandalismo a varias personas frente a un comercio,medio,4.893139523539272,-74.00412266598678,2026-04-24T03:44:49.310249,Yerbabuena
Comportamiento sospechoso,Dos sujetos intentaron robar a varias personas frente a un comercio,medio,4.878498273381697,-74.04922535863268,2026-05-05T08:44:49.312247,Bojacá
Hurto,Dos sujetos intentaron robar a una mujer cerca del parque,medio,4.8496028173152625,-74.03573317015645,2026-05-17T14:44:49.314193,Fusca
Vandalismo,Un tipo alteraron el orden a varias personas cerca del parque,medio,4.8951559,-74.0639061,2026-04-22T12:44:49.316191,
Otro,Dos sujetos intentaron robar a una mujer cerca del parque,medio,4.877782822485639,-74.03836598602128,2026-05-07T09:44:49.318193,Casco urbano de Calahorra
Vandalismo,Dos sujetos intentaron robar a una mujer cerca del parque,medio,4.863460895374587,-74.01795776405308,2026-05-07T01:44:49.320192,Yerbabuena
Vandalismo,Un hombre alteraron el orden a varias personas en vía pública,medio,4.8733286,-74.071861,2026-04-22T18:44:49.322192,
Otro,Dos sujetos hicieron vandalismo a un estudiante cerca del parque,medio,4.8795697,-74.0433843,2026-05-18T00:44:49.323192,
Otro,Dos sujetos hicieron vandalismo a un estudiante en zona residencial,medio,42.5206948,0.465951,2026-05-19T16:44:49.325194,
Otro,Un ladrón intentaron robar a varias personas cerca del parque,medio,4.8816198,-74.0717415,2026-05-19T17:44:49.327192,
Vandalismo,Un ladrón intentaron robar a un ciudadano en zona residencial,medio,4.878718753801314,-74.08135390243363,2026-05-19T23:44:49.328192,Tiquiza
Hurto,Un hombre alteraron el orden a una mujer en zona residencial,medio,4.872611757641431,-74.06128922252013,2026-05-16T16:44:49.331108,Tiquiza
Hurto,Un hombre hicieron vandalismo a varias personas cerca del parque,medio,4.8496181901987025,-74.0836981130852,2026-04-28T05:44:49.333117,Cerca de Piedra
Otro,Un hombre hicieron vandalismo a varias personas en zona residencial,medio,4.8634708,-74.0766704,2026-04-29T23:44:49.335115,
Vandalismo,Un hombre alteraron el orden a varias personas en zona residencial,medio,4.874395,-74.0044445,2026-05-14T23:44:49.337310,
Otro,Un grupo de personas alteraron el orden a una mujer en zona residencial,medio,4.8419477,-74.0227978,2026-04-27T05:44:49.339309,
Comportamiento sospechoso,Un grupo de personas alteraron el orden a un ciudadano frente a un comercio,medio,4.8612776,-74.0601998,2026-05-20T07:44:49.342312,
Vandalismo,Un hombre intentaron robar a un ciudadano cerca del parque,medio,4.875233000786174,-74.00852982001987,2026-05-15T15:44:49.344581,Yerbabuena
Hurto,Un ladrón hicieron vandalismo a un ciudadano frente a un comercio,medio,4.835472591932067,-74.04694867773419,2026-05-01T00:44:49.346677,La Balsa
Otro,Un tipo alteraron el orden a una mujer en zona residencial,medio,4.8660334,-74.0306281,2026-05-08T21:44:49.348677,
Otro,Dos sujetos intentaron robar a varias personas en vía pública,medio,4.8734559909421336,-74.05312779726358,2026-05-14T07:44:49.350678,Bojacá
Hurto,Dos sujetos hicieron vandalismo a una mujer en zona residencial,medio,4.8951559,-74.0639061,2026-04-29T00:44:49.352677,
Vandalismo,Un grupo de personas hicieron vandalismo a un estudiante frente a un comercio,medio,4.884754781677464,-74.00970271009207,2026-04-25T11:44:49.354682,Yerbabuena
Vandalismo,Un hombre hicieron vandalismo a un estudiante frente a un comercio,medio,42.49219547988507,0.4486272833253558,2026-05-05T02:44:49.356953,Chía
Hurto,Un hombre alteraron el orden a un ciudadano frente a un comercio,medio,4.908973490810711,-74.07199864654181,2026-05-05T12:44:49.360488,Fagua
Hurto,Un hombre intentaron robar a varias personas frente a un comercio,medio,4.8816198,-74.0717415,2026-05-10T10:44:49.363487,
Hurto,Un tipo intentaron robar a varias personas frente a un comercio,medio,4.8733286,-74.071861,2026-05-12T10:44:49.364831,
Vandalismo,Un ladrón hicieron vandalismo a un ciudadano cerca del parque,medio,4.868137071686443,-74.05543801898061,2026-05-06T10:44:49.367913,Casco urbano de Chía
Vandalismo,Un grupo de personas alteraron el orden a varias personas cerca del parque,medio,42.561103046491674,0.4360378875232287,2026-05-10T21:44:49.369917,Chía
Hurto,Un ladrón intentaron robar a un estudiante en vía pública,medio,4.8816198,-74.0717415,2026-04-30T21:44:49.371918,
Hurto,Un tipo intentaron robar a una mujer en vía pública,medio,4.8733286,-74.071861,2026-04-25T07:44:49.373918,
Vandalismo,Un tipo alteraron el orden a un estudiante en vía pública,medio,4.889086414414879,-73.99991965384137,2026-04-29T02:44:49.376920,Yerbabuena
Vandalismo,Un tipo intentaron robar a varias personas cerca del parque,medio,4.869152354247898,-74.0584269792291,2026-04-23T22:44:49.379315,Casco urbano de Chía
Hurto,Un grupo de personas alteraron el orden a varias personas en vía pública,medio,4.83789298032408,-74.05979976794484,2026-05-08T00:44:49.381640,La Balsa
Vandalismo,Un grupo de personas hicieron vandalismo a un ciudadano en vía pública,medio,4.8612776,-74.0601998,2026-04-25T07:44:49.383639,
Vandalismo,Un tipo alteraron el orden a un ciudadano en zona residencial,medio,4.8660334,-74.0306281,2026-05-15T11:44:49.385640,
Hurto,Un grupo de personas hicieron vandalismo a una mujer en zona residencial,medio,4.8799354008729745,-74.04318188378316,2026-04-28T14:44:49.387640,Casco urbano de Calahorra
Vandalismo,Un grupo de personas alteraron el orden a un estudiante en vía pública,medio,4.8634708,-74.0766704,2026-05-08T09:44:49.389639,
Otro,Dos sujetos alteraron el orden a varias personas en zona residencial,medio,4.898916257369768,-74.06074495569396,2026-05-18T23:44:49.393644,Fagua
Hurto,Un grupo de personas alteraron el orden a una mujer en zona residencial,medio,4.8610243676408516,-74.04099076453276,2026-05-14T14:44:49.395640,La Balsa
Comportamiento sospechoso,Dos sujetos hicieron vandalismo a una mujer en vía pública,medio,4.8527999153730175,-74.05945060937464,2026-05-06T01:44:49.397640,Casco urbano de Chía
Comportamiento sospechoso,Un tipo intentaron robar a una mujer cerca del parque,medio,4.850225924701564,-74.06424244455225,2026-04-23T18:44:49.399639,Chía
Otro,Un hombre hicieron vandalismo a un estudiante en zona residencial,medio,4.8634708,-74.0766704,2026-05-09T07:44:49.402353,
Comportamiento sospechoso,Un tipo alteraron el orden a una mujer cerca del parque,medio,42.49056627393702,0.44949422046103193,2026-05-09T13:44:49.404402,Chía
Hurto,Un hombre intentaron robar a un estudiante en zona residencial,medio,4.90496089821206,-74.0769376041184,2026-05-19T01:44:49.407809,Fagua
Hurto,Un grupo de personas intentaron robar a una mujer cerca del parque,medio,4.888792705228059,-74.07515952836,2026-05-06T05:44:49.410800,Tiquiza
Hurto,Un grupo de personas hicieron vandalismo a un ciudadano en vía pública,medio,4.876174007226292,-74.04360703822906,2026-05-20T06:44:49.412800,Casco urbano de Calahorra
Comportamiento sospechoso,Un tipo alteraron el orden a varias personas frente a un comercio,medio,4.8376128,-74.0597532,2026-05-01T09:44:49.414800,
Comportamiento sospechoso,Un ladrón alteraron el orden a un estudiante en zona residencial,medio,4.880418865338679,-74.03184121456526,2026-05-10T04:44:49.416800,Chía
Comportamiento sospechoso,Dos sujetos alteraron el orden a varias personas en zona residencial,medio,4.874395,-74.0044445,2026-04-26T09:44:49.418800,
Vandalismo,Un ladrón hicieron vandalismo a un ciudadano en zona residencial,medio,4.85160531621577,-74.05849325314324,2026-05-21T07:44:49.420800,Casco urbano de Chía
Otro,Un ladrón intentaron robar a varias personas en vía pública,medio,4.8733286,-74.071861,2026-05-07T23:44:49.423593,
Otro,Un ladrón hicieron vandalismo a un estudiante frente a un comercio,medio,4.892465144229966,-74.05115230919864,2026-04-30T11:44:49.426687,Fagua
Otro,Dos sujetos intentaron robar a varias personas en zona residencial,medio,4.833919572407623,-74.0714642722048,2026-05-17T12:44:49.428687,La Balsa
Vandalismo,Un tipo intentaron robar a una mujer cerca del parque,medio,4.8376128,-74.0597532,2026-04-24T20:44:49.430686,
Vandalismo,Un ladrón hicieron vandalismo a varias personas en zona residencial,medio,4.8419477,-74.0227978,2026-05-17T04:44:49.432685,
Hurto,Un ladrón intentaron robar a varias personas en vía pública,medio,4.8504598,-74.0792694,2026-04-28T17:44:49.434685,
Comportamiento sospechoso,Un hombre intentaron robar a una mujer frente a un comercio,medio,4.853730574553439,-74.0866496624405,2026-05-06T11:44:49.436685,Fonquetá
Vandalismo,Un tipo alteraron el orden a una mujer cerca del parque,medio,4.8634708,-74.0766704,2026-05-20T09:44:49.439675,
Comportamiento sospechoso,Dos sujetos alteraron el orden a un ciudadano frente a un comercio,medio,4.843775929029174,-74.01757417360636,2026-05-15T07:44:49.442679,Fusca
Vandalismo,Un ladrón alteraron el orden a un estudiante en zona residencial,medio,4.865744074701274,-74.06209412344663,2026-05-09T23:44:49.444677,Casco urbano de Chía
Comportamiento sospechoso,Un grupo de personas intentaron robar a un estudiante cerca del parque,medio,4.903826825007293,-74.0733379798252,2026-05-19T12:44:49.447679,Fagua
Vandalismo,Un ladrón intentaron robar a un estudiante cerca del parque,medio,4.8951559,-74.0639061,2026-05-13T21:44:49.449680,
Hurto,Un hombre hicieron vandalismo a una mujer en vía pública,medio,4.874395,-74.0044445,2026-05-12T23:44:49.451678,
Comportamiento sospechoso,Un grupo de personas alteraron el orden a una mujer en zona residencial,medio,4.857742641670901,-73.99767747814472,2026-04-26T22:44:49.453675,Yerbabuena
Hurto,Un ladrón intentaron robar a un estudiante cerca del parque,medio,42.5206948,0.465951,2026-05-16T14:44:49.455676,
Comportamiento sospechoso,Un grupo de personas alteraron el orden a una mujer en vía pública,medio,4.8951559,-74.0639061,2026-05-17T03:44:49.458677,
Vandalismo,Dos sujetos hicieron vandalismo a una mujer cerca del parque,medio,4.8795697,-74.0433843,2026-05-08T21:44:49.459675,
Vandalismo,Un ladrón alteraron el orden a un ciudadano en vía pública,medio,4.8419477,-74.0227978,2026-05-01T11:44:49.461675,
Otro,Un tipo alteraron el orden a una mujer en zona residencial,medio,4.8733286,-74.071861,2026-04-26T16:44:49.463718,
Comportamiento sospechoso,Un tipo alteraron el orden a varias personas en vía pública,medio,4.8951559,-74.0639061,2026-05-07T10:44:49.466172,
Vandalismo,Un ladrón alteraron el orden a una mujer cerca del parque,medio,4.8660334,-74.0306281,2026-05-19T02:44:49.468173,
Otro,Un hombre intentaron robar a varias personas frente a un comercio,medio,4.8376128,-74.0597532,2026-05-12T18:44:49.470169,
Vandalismo,Un hombre alteraron el orden a varias personas frente a un comercio,medio,42.5206948,0.465951,2026-05-12T15:44:49.472169,
Comportamiento sospechoso,Dos sujetos alteraron el orden a un estudiante en vía pública,medio,4.886776194932198,-74.0567909748804,2026-04-28T01:44:49.474175,Fagua
Comportamiento sospechoso,Un hombre intentaron robar a un ciudadano en zona residencial,medio,4.842732121106334,-74.07425218432984,2026-04-24T01:44:49.476170,Cerca de Piedra
Comportamiento sospechoso,Dos sujetos intentaron robar a una mujer en zona residencial,medio,4.8419477,-74.0227978,2026-05-15T14:44:49.478173,
Hurto,Un grupo de personas alteraron el orden a una mujer en vía pública,medio,4.8733286,-74.071861,2026-05-12T19:44:49.480172,
Comportamiento sospechoso,Un ladrón hicieron vandalismo a varias personas frente a un comercio,medio,4.8612776,-74.0601998,2026-04-24T23:44:49.482172,
Vandalismo,Dos sujetos hicieron vandalismo a un ciudadano cerca del parque,medio,4.847274104510113,-74.03546171719344,2026-04-29T00:44:49.484618,Fusca
Otro,Dos sujetos intentaron robar a varias personas en vía pública,medio,4.851439751341716,-74.05425429122403,2026-04-28T03:44:49.486870,Casco urbano de Chía
Otro,Un ladrón intentaron robar a varias personas en vía pública,medio,4.908383958418737,-74.07178615904228,2026-05-10T11:44:49.488870,Fagua
Comportamiento sospechoso,Un tipo intentaron robar a varias personas cerca del parque,medio,4.8419477,-74.0227978,2026-05-08T10:44:49.490870,
Hurto,Un grupo de personas hicieron vandalismo a una mujer en vía pública,medio,4.8376128,-74.0597532,2026-05-11T21:44:49.492875,
Comportamiento sospechoso,Un ladrón hicieron vandalismo a una mujer en zona residencial,medio,4.880463127707658,-74.01743312766074,2026-05-08T15:44:49.495869,Yerbabuena
Vandalismo,Un ladrón hicieron vandalismo a una mujer en zona residencial,medio,4.8733286,-74.071861,2026-05-17T15:44:49.497869,
Otro,Un tipo hicieron vandalismo a una mujer en vía pública,medio,4.900176175177734,-73.99167697457959,2026-04-24T16:44:49.500816,Yerbabuena
Vandalismo,Un hombre hicieron vandalismo a un estudiante frente a un comercio,medio,4.853153533265869,-74.07545309237832,2026-04-23T18:44:49.503873,Cerca de Piedra
Otro,Un grupo de personas intentaron robar a un estudiante en zona residencial,medio,4.858327080876241,-74.0012901317914,2026-05-03T09:44:49.506562,Chía
Hurto,Un hombre hicieron vandalismo a una mujer cerca del parque,medio,4.888287388202592,-74.07816483132363,2026-05-07T18:44:49.509561,Tiquiza
Vandalismo,Un ladrón hicieron vandalismo a una mujer en vía pública,medio,4.874395,-74.0044445,2026-05-17T10:44:49.511820,
Otro,Un ladrón alteraron el orden a una mujer cerca del parque,medio,4.874395,-74.0044445,2026-05-20T13:44:49.513822,
Hurto,Un tipo hicieron vandalismo a una mujer en zona residencial,medio,4.87240905343226,-74.06871508713586,2026-05-12T20:44:49.515817,Tiquiza
Otro,Un ladrón alteraron el orden a un ciudadano cerca del parque,medio,4.8768855522288,-73.99064279724426,2026-05-16T01:44:49.517823,Chía
Vandalismo,Un tipo alteraron el orden a varias personas cerca del parque,medio,4.8419477,-74.0227978,2026-04-29T22:44:49.520821,
Vandalismo,Un hombre hicieron vandalismo a varias personas en zona residencial,medio,4.8634708,-74.0766704,2026-04-23T09:44:49.521820,
Otro,Un hombre hicieron vandalismo a un ciudadano en zona residencial,medio,4.8733286,-74.071861,2026-04-22T20:44:49.524780,
Vandalismo,Un ladrón alteraron el orden a un estudiante en zona residencial,medio,4.8419477,-74.0227978,2026-05-13T15:44:49.527602,
Vandalismo,Un hombre alteraron el orden a varias personas cerca del parque,medio,4.861768608078603,-74.0459427533826,2026-05-02T07:44:49.530654,Casco urbano de Chía
Hurto,Un hombre intentaron robar a una mujer en zona residencial,medio,4.859571756726181,-74.02672584110773,2026-05-05T01:44:49.533600,Fusca
Comportamiento sospechoso,Un tipo hicieron vandalismo a una mujer frente a un comercio,medio,4.8733286,-74.071861,2026-04-26T04:44:49.535600,
Otro,Un ladrón alteraron el orden a varias personas en vía pública,medio,4.877223179109696,-74.04064487553804,2026-05-10T12:44:49.537600,Casco urbano de Calahorra
Otro,Un ladrón alteraron el orden a varias personas cerca del parque,medio,4.841278264296925,-74.01722319833763,2026-05-12T13:44:49.539599,Fusca
Comportamiento sospechoso,Un ladrón alteraron el orden a un ciudadano en zona residencial,medio,4.8795697,-74.0433843,2026-05-09T16:44:49.541600,
Comportamiento sospechoso,Un grupo de personas alteraron el orden a una mujer en vía pública,medio,4.8733286,-74.071861,2026-04-29T06:44:49.543598,
Comportamiento sospechoso,Un hombre hicieron vandalismo a varias personas en vía pública,medio,4.863330325784313,-73.99373892498751,2026-05-02T00:44:49.545598,Chía
Hurto,Un tipo intentaron robar a un estudiante en zona residencial,medio,4.876205361885436,-74.05812879591358,2026-05-12T11:44:49.548892,Tiquiza
Hurto,Un grupo de personas alteraron el orden a un estudiante en vía pública,medio,4.8419477,-74.0227978,2026-04-29T13:44:49.550980,
Vandalismo,Un grupo de personas alteraron el orden a una mujer frente a un comercio,medio,4.8816198,-74.0717415,2026-05-09T16:44:49.552972,
Hurto,Un tipo intentaron robar a varias personas en zona residencial,medio,4.900454414487692,-74.06143545462652,2026-05-17T00:44:49.554977,Chía
Hurto,Un grupo de personas alteraron el orden a un estudiante cerca del parque,medio,4.878526517230204,-74.0393126319505,2026-05-10T03:44:49.556980,Casco urbano de Calahorra
Otro,Un tipo alteraron el orden a varias personas cerca del parque,medio,4.8795697,-74.0433843,2026-04-22T06:44:49.558929,
Vandalismo,Un ladrón intentaron robar a una mujer en vía pública,medio,4.8733286,-74.071861,2026-05-10T04:44:49.560980,
Hurto,Dos sujetos intentaron robar a un estudiante cerca del parque,medio,4.892809455973534,-74.07868242486656,2026-05-06T07:44:49.563937,Tiquiza
Vandalismo,Un ladrón hicieron vandalismo a un estudiante frente a un comercio,medio,4.8612776,-74.0601998,2026-05-09T10:44:49.565937,
Comportamiento sospechoso,Un ladrón alteraron el orden a un estudiante en zona residencial,medio,4.87062890526991,-74.08292838064276,2026-04-25T10:44:49.568264,Fonquetá
Comportamiento sospechoso,Dos sujetos intentaron robar a una mujer en vía pública,medio,4.866942520872527,-74.0452981884235,2026-05-18T02:44:49.570748,Chía
Comportamiento sospechoso,Un ladrón intentaron robar a varias personas en vía pública,medio,4.8504598,-74.0792694,2026-05-09T15:44:49.572753,
Comportamiento sospechoso,Un grupo de personas intentaron robar a una mujer en zona residencial,medio,4.874395,-74.0044445,2026-05-14T10:44:49.574711,
Hurto,Un grupo de personas intentaron robar a un estudiante cerca del parque,medio,4.8951559,-74.0639061,2026-04-26T16:44:49.576756,
Comportamiento sospechoso,Un ladrón intentaron robar a una mujer en zona residencial,medio,4.876832113322535,-74.03935302565985,2026-05-17T16:44:49.579709,Casco urbano de Calahorra
Hurto,Dos sujetos hicieron vandalismo a un ciudadano en zona residencial,medio,4.860368989265618,-74.05677722843092,2026-04-30T18:44:49.581709,Casco urbano de Chía
Comportamiento sospechoso,Un grupo de personas alteraron el orden a una mujer frente a un comercio,medio,4.878143722041278,-74.04402364012867,2026-04-30T00:44:49.583709,Casco urbano de Calahorra
Otro,Un hombre intentaron robar a varias personas en zona residencial,medio,4.839906273606805,-74.02475232282342,2026-05-20T06:44:49.585709,Chía
Vandalismo,Un hombre intentaron robar a un estudiante en zona residencial,medio,4.8376128,-74.0597532,2026-05-19T21:44:49.587708,
Comportamiento sospechoso,Un ladrón alteraron el orden a varias personas frente a un comercio,medio,4.878686570275854,-74.04703527124592,2026-04-29T00:44:49.590376,Casco urbano de Calahorra
Hurto,Un ladrón intentaron robar a un estudiante frente a un comercio,medio,4.8733286,-74.071861,2026-04-23T00:44:49.592388,
Otro,Un hombre alteraron el orden a un ciudadano frente a un comercio,medio,4.8634708,-74.0766704,2026-05-17T09:44:49.594387,
Comportamiento sospechoso,Un ladrón intentaron robar a varias personas en zona residencial,medio,4.840902627027912,-74.07743588976986,2026-05-01T19:44:49.596655,Cerca de Piedra
Vandalismo,Dos sujetos alteraron el orden a un ciudadano en zona residencial,medio,4.8795697,-74.0433843,2026-05-09T02:44:49.598658,
Hurto,Dos sujetos hicieron vandalismo a una mujer cerca del parque,medio,4.8634708,-74.0766704,2026-05-04T02:44:49.600656,
Comportamiento sospechoso,Un ladrón intentaron robar a un ciudadano en zona residencial,medio,4.8376128,-74.0597532,2026-05-04T09:44:49.602662,
Otro,Dos sujetos alteraron el orden a un estudiante en zona residencial,medio,4.8376128,-74.0597532,2026-05-13T13:44:49.605194,
Hurto,Un ladrón intentaron robar a una mujer cerca del parque,medio,4.8376128,-74.0597532,2026-04-24T21:44:49.607193,
Comportamiento sospechoso,Dos sujetos alteraron el orden a una mujer en zona residencial,medio,42.5402469770553,0.4282152757069301,2026-05-02T01:44:49.610396,Chía
Comportamiento sospechoso,Dos sujetos intentaron robar a un ciudadano en zona residencial,medio,4.859834396138851,-74.05152934686907,2026-04-26T04:44:49.612833,Casco urbano de Chía
Hurto,Un grupo de personas alteraron el orden a varias personas cerca del parque,medio,4.8504598,-74.0792694,2026-05-09T22:44:49.614833,
Otro,Un hombre hicieron vandalismo a un estudiante en vía pública,medio,4.8612776,-74.0601998,2026-05-15T08:44:49.616834,
Hurto,Un tipo alteraron el orden a una mujer cerca del parque,medio,4.8951559,-74.0639061,2026-04-26T21:44:49.618833,
Vandalismo,Un tipo alteraron el orden a varias personas cerca del parque,medio,4.8767951837267445,-74.03227873557235,2026-05-19T07:44:49.620833,Bojacá
Hurto,Un grupo de personas alteraron el orden a un estudiante en zona residencial,medio,4.874395,-74.0044445,2026-05-05T10:44:49.622835,
Comportamiento sospechoso,Un hombre intentaron robar a un estudiante frente a un comercio,medio,4.84842408892073,-74.08773564410353,2026-05-20T04:44:49.624793,Fonquetá
Comportamiento sospechoso,Un tipo alteraron el orden a varias personas cerca del parque,medio,4.8376128,-74.0597532,2026-05-15T22:44:49.627835,
Vandalismo,Un hombre alteraron el orden a varias personas en vía pública,medio,4.8660334,-74.0306281,2026-05-13T15:44:49.629834,
Hurto,Un grupo de personas alteraron el orden a un ciudadano frente a un comercio,medio,4.872928085969442,-74.06639353633668,2026-05-01T13:44:49.632213,Tiquiza
Hurto,Dos sujetos intentaron robar a una mujer en vía pública,medio,4.8376128,-74.0597532,2026-04-22T20:44:49.634340,
Otro,Un grupo de personas hicieron vandalismo a varias personas cerca del parque,medio,4.8634708,-74.0766704,2026-05-20T02:44:49.636341,
Comportamiento sospechoso,Un ladrón hicieron vandalismo a varias personas en vía pública,medio,4.840800093343105,-74.02170176818859,2026-05-05T00:44:49.638340,Fusca
Comportamiento sospechoso,Un tipo alteraron el orden a una mujer frente a un comercio,medio,4.902122754102384,-74.07560485572054,2026-05-19T04:44:49.640340,Fagua
Vandalismo,Un hombre intentaron robar a un ciudadano frente a un comercio,medio,4.861379288788426,-74.08085269044533,2026-04-23T06:44:49.642340,Fonquetá
Otro,Dos sujetos hicieron vandalismo a un ciudadano frente a un comercio,medio,4.866818262688369,-74.0774721122082,2026-05-10T00:44:49.644341,Fonquetá
Hurto,Un grupo de personas alteraron el orden a un ciudadano en zona residencial,medio,4.878993017822406,-74.04690457989165,2026-05-07T16:44:49.647340,Casco urbano de Calahorra
Comportamiento sospechoso,Un hombre intentaron robar a un estudiante cerca del parque,medio,4.8419477,-74.0227978,2026-05-14T08:44:49.649340,
Hurto,Un grupo de personas intentaron robar a una mujer cerca del parque,medio,4.862650286784366,-74.03406703368445,2026-04-22T09:44:49.651340,La Balsa
Vandalismo,Un ladrón intentaron robar a varias personas cerca del parque,medio,4.8504598,-74.0792694,2026-05-15T06:44:49.653329,
Hurto,Dos sujetos alteraron el orden a un ciudadano en zona residencial,medio,4.874395,-74.0044445,2026-05-04T18:44:49.655330,
Comportamiento sospechoso,Un grupo de personas alteraron el orden a varias personas en vía pública,medio,4.888366310764181,-73.98964123984551,2026-05-01T04:44:49.658727,Yerbabuena
Comportamiento sospechoso,Un ladrón alteraron el orden a un estudiante en vía pública,medio,4.905953718544724,-74.0786587699962,2026-04-27T08:44:49.661725,Fagua
Vandalismo,Un grupo de personas hicieron vandalismo a una mujer en zona residencial,medio,4.8951559,-74.0639061,2026-04-23T14:44:49.663725,
Comportamiento sospechoso,Un hombre intentaron robar a varias personas en zona residencial,medio,4.843943688942158,-74.06683352466358,2026-05-03T03:44:49.665725,Chía
Otro,Un ladrón intentaron robar a varias personas en zona residencial,medio,4.8504598,-74.0792694,2026-05-21T04:44:49.667724,
Vandalismo,Un ladrón alteraron el orden a un ciudadano en zona residencial,medio,4.877861110054879,-74.04449286511702,2026-05-04T06:44:49.669724,Casco urbano de Calahorra
Hurto,Un tipo intentaron robar a un estudiante frente a un comercio,medio,4.8660334,-74.0306281,2026-05-05T09:44:49.671722,
Hurto,Un ladrón intentaron robar a un estudiante en vía pública,medio,4.8376128,-74.0597532,2026-04-27T10:44:49.674963,
Hurto,Un hombre intentaron robar a un ciudadano cerca del parque,medio,4.8951559,-74.0639061,2026-05-20T13:44:49.676962,
Comportamiento sospechoso,Un hombre intentaron robar a un ciudadano frente a un comercio,medio,4.8419477,-74.0227978,2026-05-14T09:44:49.678961,
Vandalismo,Dos sujetos intentaron robar a varias personas cerca del parque,medio,42.5206948,0.465951,2026-05-13T12:44:49.680961,
Comportamiento sospechoso,Un hombre hicieron vandalismo a un estudiante en zona residencial,medio,4.867814371663582,-74.03933528765319,2026-04-29T09:44:49.682962,Bojacá
Otro,Un hombre hicieron vandalismo a un estudiante en zona residencial,medio,42.5206948,0.465951,2026-04-25T05:44:49.684961,
Vandalismo,Dos sujetos hicieron vandalismo a un estudiante en vía pública,medio,4.8498649271325975,-74.075552179519,2026-05-01T23:44:49.686961,Cerca de Piedra
Hurto,Un hombre alteraron el orden a varias personas frente a un comercio,medio,4.89754096522463,-74.05817542210204,2026-05-12T12:44:49.690006,Chía
Comportamiento sospechoso,Dos sujetos hicieron vandalismo a un ciudadano en zona residencial,medio,4.8795697,-74.0433843,2026-05-13T19:44:49.691962,
Comportamiento sospechoso,Un tipo alteraron el orden a un estudiante frente a un comercio,medio,4.8816198,-74.0717415,2026-05-16T14:44:49.694164,
Hurto,Un grupo de personas intentaron robar a un estudiante cerca del parque,medio,4.8504598,-74.0792694,2026-04-23T02:44:49.696334,
